region,year,manufacturer,model,fuel,odometer,title_status,transmission,state,lat,long,price_category
detroit metro,2013.0,ford,escape,gas,124000.0,clean,automatic,mi,42.174232,-83.18882,low
myrtle beach,2017.0,rover,v6,gas,57962.0,clean,automatic,sc,33.383436,-79.305455,high
hawaii,2016.0,hyundai,tucson,gas,40491.0,clean,automatic,hi,20.890187,-156.461654,high
scranton / wilkes-barre,2010.0,cadillac,dts,gas,72000.0,clean,automatic,pa,41.6412,-75.7641,low
missoula,2019.0,chevrolet,silverado diesels 2500,diesel,10856.0,clean,automatic,mt,47.65613,-117.236949,high
hawaii,2019.0,nissan,frontier crew cab 4x2 sv auto,,10679.0,clean,automatic,hi,21.344376,-157.896975,high
daytona beach,2015.0,ford,f350 super duty crew cab,diesel,217197.0,clean,automatic,fl,28.8013,-81.285,high
rhode island,2012.0,chrysler,200 limited,gas,88650.0,clean,automatic,ri,41.8138,-71.3688,medium
central NJ,2006.0,lincoln,navigator,gas,176000.0,clean,automatic,nj,40.6323,-74.3997,low
milwaukee,2019.0,ford,f-150 lariat crew cab 4x4,gas,19076.0,clean,automatic,wi,44.8346,-91.5159,high
chicago,2003.0,honda,crv ex awd,gas,209700.0,clean,automatic,il,41.6582,-87.6795,low
daytona beach,2013.0,kia,optima,gas,100000.0,clean,automatic,fl,28.1384,-80.6524,low
orlando,2018.0,acura,rdx,gas,35498.0,clean,automatic,fl,28.792413,-81.231302,high
frederick,2017.0,jeep,wrangler unlimited rubicon,other,30092.0,clean,other,md,39.42,-77.41,high
knoxville,2017.0,volkswagen,tiguan limited 2.0t,gas,16365.0,clean,other,tn,35.97,-83.94,medium
louisville,2008.0,ford,,gas,240000.0,clean,automatic,ky,38.0018,-85.689,medium
toledo,2003.0,chevrolet,avalanche 1500,gas,268691.0,,automatic,oh,42.300673,-84.024108,low
rochester,2016.0,other,Scion iM Hatchback 4D,gas,29652.0,clean,other,ny,43.16,-77.61,medium
reno / tahoe,1994.0,chevrolet,s10 pickup,gas,207585.0,clean,automatic,ca,39.513054,-119.775415,low
dallas / fort worth,2006.0,toyota,rav4,gas,129813.0,clean,automatic,tx,32.734791,-97.793527,medium
amarillo,2017.0,chevrolet,silverado 2500hd,gas,87639.0,clean,automatic,tx,35.177308,-101.794475,high
buffalo,2008.0,chevrolet,2500,gas,130000.0,clean,automatic,ny,43.0249,-78.5084,low
tucson,2017.0,ferrari,488 gtb,gas,6012.0,clean,automatic,az,32.236075,-110.878886,high
savannah / hinesville,2020.0,acura,rdx sh-awd a-spec pkg,gas,16872.0,clean,other,ga,32.08,-81.1,high
hawaii,2017.0,porsche,panamera,gas,17731.0,clean,other,hi,21.297002,-157.860961,high
bakersfield,2020.0,other,Genesis G70 2.0T Sedan 4D,other,1029.0,clean,other,ca,35.38,-119.02,high
yakima,2004.0,other,suzuki verona,gas,150000.0,salvage,automatic,wa,46.5934,-120.5311,low
bakersfield,2015.0,ford,f350 super duty,diesel,37200.0,clean,automatic,ca,35.3935,-119.1205,high
vermont,2009.0,dodge,charger,gas,111000.0,clean,automatic,vt,42.5959,-72.2267,low
western massachusetts,2005.0,dodge,neon,gas,133348.0,clean,automatic,ma,41.915593,-72.61482,low
portland,2001.0,mercury,cougar,gas,127000.0,clean,automatic,or,45.533607,-122.582681,low
huntington-ashland,2013.0,chevrolet,silverado 2500hd,gas,97697.0,clean,automatic,ky,38.692648,-82.857744,medium
gold country,2019.0,audi,s5 prestige coupe 2d,gas,2113.0,clean,other,ca,38.73,-120.8,high
kalispell,2018.0,kia,stinger premium,gas,22716.0,clean,automatic,mt,47.696062,-116.781406,high
el paso,2000.0,porsche,boxster s,gas,78000.0,clean,manual,tx,31.9386,-106.4073,low
billings,2019.0,volkswagen,tiguan,gas,27506.0,clean,manual,mt,47.696062,-116.781406,high
bismarck,2008.0,chevrolet,suburban 1500,gas,143000.0,clean,automatic,nd,43.7094,-98.0298,medium
winston-salem,2016.0,kia,forte koup ex coupe 2d,gas,17631.0,clean,other,nc,36.1,-80.24,medium
western slope,2001.0,chevrolet,suburban,gas,200412.0,clean,automatic,co,38.495921,-107.896627,low
fresno / madera,2012.0,mitsubishi,galant,gas,141225.0,clean,automatic,ca,36.815349,-119.700174,low
redding,2012.0,chevrolet,tahoe,gas,149155.0,clean,automatic,ca,38.608824,-121.400837,medium
st george,2016.0,rover,sport,diesel,62718.0,clean,automatic,ut,37.175631,-113.60824,high
roseburg,2017.0,ford,mustang,gas,66049.0,,automatic,or,44.058499,-123.106176,medium
grand rapids,2013.0,jeep,grand cherokee,other,74543.0,clean,automatic,mi,43.04587,-85.6071,medium
tallahassee,2011.0,toyota,camry,gas,119750.0,clean,automatic,fl,30.4478,-84.3211,low
columbus,2014.0,buick,verano,gas,60000.0,clean,automatic,oh,40.078964,-82.719669,low
grand rapids,2015.0,chevrolet,camaro lt coupe 2d,gas,25865.0,clean,other,mi,42.96,-85.65,high
minneapolis / st paul,2019.0,volkswagen,passat 2.0t wolfsburg,other,43672.0,clean,other,mn,45.034712,-93.049396,medium
rochester,2018.0,jeep,grand cherokee laredo sport,gas,22898.0,clean,other,ny,43.16,-77.61,high
"kansas city, MO",2018.0,dodge,challenger,gas,45994.0,clean,automatic,ks,38.382623,-93.77344,high
dayton / springfield,2016.0,other,Scion iM Hatchback 4D,gas,50736.0,clean,other,oh,39.77,-84.19,medium
western massachusetts,2018.0,toyota,prius prime,electric,9750.0,clean,automatic,ma,42.516372,-72.519653,high
columbia,2019.0,honda,ridgeline sport pickup 4d,other,23645.0,clean,other,sc,34.0,-81.03,high
tucson,2019.0,chevrolet,silverado 1500 ld,gas,15898.0,clean,other,az,32.21,-110.96,high
maine,2017.0,ram,promaster 2500 cargo van,gas,53000.0,clean,automatic,me,42.921379,-70.858881,high
decatur,2017.0,ford,mustang gt coupe 2d,gas,14113.0,clean,other,il,39.85,-88.93,high
wausau,2007.0,honda,odyssey touring,gas,132146.0,clean,automatic,wi,44.9654,-89.7066,low
vermont,2018.0,gmc,sierra 2500 hd,gas,17150.0,clean,automatic,vt,37.13284,-95.78558,high
morgantown,2018.0,bmw,5 series 540i xdrive sedan,gas,37712.0,clean,other,wv,39.63,-79.94,high
birmingham,2021.0,other,SPECIAL FINANCE PROGRAM 2020,other,1400.0,clean,other,al,32.9229,-86.545,low
austin,2012.0,kia,sorento 2wdv6 sx,gas,142551.0,,automatic,tx,30.523398,-97.630286,medium
modesto,2016.0,ford,f250 super duty,gas,103430.0,clean,automatic,ca,37.71104,-120.996543,high
palm springs,2015.0,kia,optima lx,gas,59000.0,clean,automatic,ca,33.743904,-116.359028,medium
rochester,2020.0,cadillac,xt4 sport suv 4d,diesel,4174.0,clean,other,ny,43.16,-77.61,high
omaha / council bluffs,2019.0,subaru,wrx sti limited awd,gas,5612.0,rebuilt,manual,ia,41.213394,-96.04394,high
annapolis,2020.0,volkswagen,golf gti s hatchback,gas,1309.0,clean,other,md,38.97,-76.5,high
lawrence,2017.0,lincoln,mkz select sedan 4d,gas,35827.0,clean,automatic,ks,38.96,-95.25,medium
tulsa,2019.0,jeep,wrangler,hybrid,13829.0,clean,automatic,ok,38.4018,-93.785,high
inland empire,2016.0,rover,sport,gas,57061.0,clean,automatic,ca,34.070283,-117.417684,high
cleveland,2018.0,volkswagen,tiguan sel premium,gas,,clean,other,oh,41.2491,-81.3383,high
hartford,2016.0,fiat,500 abarth hatchback 2d,other,35348.0,clean,other,ct,41.76,-72.68,medium
albuquerque,2011.0,cadillac,cts-v coupe,gas,95674.0,clean,automatic,nm,35.087703,-106.579999,high
spokane / coeur d'alene,2018.0,ram,1500 sport 4x4 1/2 ton,gas,78737.0,clean,automatic,id,47.65613,-117.236949,high
louisville,2003.0,honda,odyssey,gas,149237.0,clean,automatic,ky,38.159627,-85.697708,low
wenatchee,,other,500,gas,13508.0,clean,automatic,wa,47.434493,-120.320759,high
williamsport,2013.0,chevrolet,traverse lt,gas,45500.0,clean,automatic,pa,41.21905,-76.593847,medium
santa fe / taos,2011.0,subaru,impreza,gas,144000.0,clean,manual,nm,35.593602,-106.107622,medium
rochester,2010.0,dodge,journey,gas,121052.0,clean,automatic,ny,43.216688,-77.746421,low
fargo / moorhead,2017.0,toyota,tacoma,gas,31219.0,clean,manual,mn,46.590185,-95.57469,high
norfolk / hampton roads,2006.0,ford,escape,gas,138316.0,clean,automatic,va,36.86981,-76.22502,low
orange county,1993.0,chevrolet,caprice classic,gas,143000.0,clean,other,ca,33.5916,-117.6985,low
columbia,2011.0,ford,f250 super duty lariat,diesel,84616.0,clean,automatic,sc,36.2245,-79.8901,high
binghamton,2016.0,lexus,rx 350,gas,62000.0,clean,automatic,ny,42.144774,-75.90269,high
northwest GA,2015.0,jeep,wrangler unlimited sahara,gas,58118.0,clean,other,ga,34.92,-85.25,high
bend,2013.0,kia,soul,gas,197023.0,clean,manual,or,44.05505,-121.2745,low
kokomo,2014.0,jeep,grand cherokee,gas,70772.0,clean,automatic,in,40.4509,-86.1352,medium
oklahoma city,2018.0,chevrolet,traverse premier,gas,52015.0,clean,automatic,ok,35.199,-97.4841,high
boise,2014.0,audi,q7,gas,92593.0,clean,automatic,id,43.6403,-116.26346,medium
"st louis, MO",2011.0,dodge,avenger mainstreet heat,gas,124000.0,clean,automatic,il,38.785877,-90.483189,low
phoenix,2001.0,other,2002 f 450,diesel,51000.0,clean,manual,az,33.348885,-111.585388,medium
gainesville,2018.0,ford,f150 xlt 4wd f-150 4x4,gas,38374.0,clean,automatic,fl,29.803728,-82.527723,high
missoula,2005.0,ford,explorer,gas,165748.0,salvage,automatic,mt,46.858,-114.015,low
"washington, DC",2013.0,ford,escape,gas,107894.0,clean,automatic,dc,38.91542,-77.47277,medium
wenatchee,2013.0,hyundai,,gas,89300.0,clean,manual,wa,47.4253,-120.3273,low
glens falls,2020.0,ford,mustang gt coupe 2d,gas,1988.0,clean,other,ny,43.31,-73.64,high
sarasota-bradenton,2007.0,chevrolet,corvette,gas,19428.0,clean,manual,fl,29.0266,-81.3349,high
new river valley,2001.0,cadillac,limousine,gas,24500.0,clean,automatic,va,36.8957,-80.3275,medium
louisville,2017.0,ram,2500,gas,135740.0,clean,automatic,ky,40.468785,-74.281707,high
santa fe / taos,2002.0,volkswagen,eurovan,gas,202890.0,clean,automatic,nm,35.5335,-105.926,high
los angeles,2001.0,ford,mustang cobra svt,gas,22000.0,clean,manual,ca,33.792654,-118.105602,medium
vermont,2019.0,toyota,rav4 xle,gas,33549.0,clean,automatic,vt,44.209041,-72.514597,high
fresno / madera,2012.0,cadillac,srx,gas,108000.0,clean,automatic,ca,36.770985,-119.69759,medium
oregon coast,1999.0,dodge,caravan,gas,242000.0,clean,manual,or,44.7313,-123.9062,low
cleveland,2008.0,volvo,c70 convertible,gas,73000.0,clean,automatic,oh,41.422289,-81.498703,medium
sacramento,2016.0,jeep,cherokee,gas,98442.0,clean,automatic,ca,38.624479,-121.401345,medium
cleveland,2015.0,chrysler,town & country,gas,141298.0,clean,automatic,oh,41.6069,-81.4993,low
south coast,1986.0,chevrolet,corvette,gas,54800.0,clean,automatic,ma,41.905,-71.1026,medium
norfolk / hampton roads,2008.0,nissan,titan,gas,135530.0,clean,automatic,va,36.80453,-76.38501,medium
san diego,2016.0,honda,accord,gas,117506.0,clean,automatic,ca,33.13116,-117.0865,medium
"washington, DC",2012.0,lincoln,mkz hybrid sedan 4d,hybrid,53270.0,clean,other,dc,38.89,-77.03,medium
wausau,2014.0,volkswagen,passat,gas,120154.0,clean,automatic,wi,44.935677,-89.617256,low
austin,1996.0,buick,rivera,gas,129248.0,clean,automatic,tx,30.2063,-97.7956,low
los angeles,2018.0,ford,mustang,gas,82977.0,clean,automatic,ca,33.7364,-117.8229,medium
cincinnati,2014.0,toyota,rav4,gas,75400.0,clean,automatic,oh,39.38475,-84.549458,medium
san diego,2007.0,acura,tl,gas,156460.0,clean,automatic,ca,33.228598,-117.328148,low
des moines,2013.0,other,CATERPILLAR CT660S,diesel,283466.0,clean,automatic,ia,43.863689,-95.113792,high
san antonio,2019.0,ford,f-350,diesel,18119.0,clean,automatic,tx,29.53723,-98.4147,high
wenatchee,2019.0,subaru,crosstrek premium cvt awd,gas,11146.0,clean,automatic,wa,48.118005,-122.183513,high
san diego,2008.0,acura,3.2 tl,gas,117000.0,clean,automatic,ca,32.724,-116.9976,low
tampa bay area,1998.0,ford,ranger,gas,149990.0,clean,automatic,fl,27.946392,-82.342089,low
norfolk / hampton roads,2013.0,toyota,tacoma double cab,other,64919.0,clean,other,va,36.67,-76.3,high
orange county,2011.0,nissan,sentra,gas,151000.0,clean,automatic,ca,33.7869,-117.9273,low
las cruces,2013.0,ford,f150 supercrew cab xlt,gas,71288.0,clean,other,nm,32.33,-106.75,high
rochester,2007.0,ford,f150,gas,31000.0,clean,automatic,mn,42.112,-87.9792,medium
south jersey,2005.0,ram,1500,gas,155263.0,clean,automatic,nj,40.40825,-74.372882,low
phoenix,2016.0,chevrolet,silverado 1500 lt crew,other,28852.0,clean,other,az,33.3887,-111.8428,high
milwaukee,2014.0,chevrolet,equinox lt,gas,91000.0,clean,automatic,wi,43.3231,-87.9521,medium
tucson,2010.0,infiniti,g37 sedan,gas,105702.0,clean,automatic,az,32.236075,-110.878886,medium
greenville / upstate,2003.0,honda,civic,gas,244000.0,clean,automatic,sc,34.6206,-82.511,low
lakeland,2016.0,dodge,charger sxt sedan 4d,other,27125.0,clean,other,fl,28.04,-81.96,high
fresno / madera,2017.0,chevrolet,silverado 1500,gas,95674.0,clean,automatic,ca,34.19004,-118.387533,high
billings,1915.0,ford,model t,gas,12345.0,clean,manual,mt,45.6262,-109.2571,low
minneapolis / st paul,1984.0,chevrolet,k10,gas,65102.0,clean,automatic,mn,44.9246,-93.2779,low
new hampshire,2006.0,acura,mdx,gas,271000.0,clean,automatic,nh,42.7611,-72.145,low
frederick,2005.0,mazda,rx8,gas,113000.0,clean,manual,md,39.6109,-77.3989,low
portland,2011.0,porsche,cayenne 4dr s hybrid,hybrid,135955.0,clean,automatic,or,45.496399,-122.770262,medium
wenatchee,2013.0,chevrolet,malibu,gas,142757.0,clean,automatic,wa,47.434493,-120.320759,low
chicago,2012.0,bmw,x5 xdrive35i awd,gas,109015.0,,automatic,il,41.806344,-87.723149,medium
charleston,2017.0,bmw,3 series 340i sedan 4d,gas,19366.0,clean,automatic,sc,32.78,-79.99,high
boise,2020.0,ram,3500,diesel,562.0,clean,automatic,id,43.640875,-116.654518,high
corpus christi,2019.0,toyota,tundra,gas,55167.0,clean,automatic,tx,27.703573,-97.345045,high
springfield,2011.0,chevrolet,silverado 1500 lt,gas,158474.0,clean,automatic,il,39.7622,-89.6275,medium
hartford,2015.0,bmw,5 series 528i sedan 4d,gas,40506.0,clean,other,ct,41.76,-72.68,high
san diego,2017.0,kia,forte5 lx,gas,21836.0,clean,automatic,ca,33.19495,-117.37837,medium
oklahoma city,2004.0,chevrolet,tahoe,gas,174412.0,clean,automatic,ok,35.199,-97.4841,low
twin falls,2012.0,toyota,highlander,gas,140337.0,clean,automatic,id,43.6403,-116.26346,medium
charlotte,1968.0,chevrolet,corvette,gas,4594.0,clean,manual,nc,28.3648,-82.6757,high
indianapolis,2012.0,mazda,mx-5 miata grand touring,gas,29993.0,clean,other,in,39.77,-86.14,medium
grand rapids,2003.0,lexus,rx 300,gas,156253.0,clean,automatic,mi,43.21988,-85.612405,low
wilmington,2013.0,gmc,sierra,gas,121000.0,clean,automatic,nc,35.8713,-80.0913,high
las vegas,,other,Super Duty F-350 SRW,diesel,1268.0,clean,automatic,nv,33.458277,-111.92597,high
tampa bay area,2006.0,ram,1500 slt,gas,137000.0,clean,automatic,fl,28.0094,-82.1138,medium
san diego,2015.0,bmw,3 series,gas,70933.0,clean,automatic,ca,33.164373,-117.240271,medium
knoxville,2007.0,hyundai,santa fe,gas,149300.0,clean,automatic,tn,35.6884,-84.0769,low
appleton-oshkosh-FDL,2007.0,chevrolet,suburban,gas,191000.0,clean,automatic,wi,44.3273,-88.6281,low
western slope,,other,Grand Caravan,,21.0,clean,automatic,co,39.674406,-104.998604,high
boone,2016.0,toyota,tacoma limited 4x4,gas,81881.0,clean,automatic,nc,36.216442,-81.669011,high
atlanta,2004.0,honda,pilot ex-l,gas,191643.0,clean,automatic,ga,33.8635,-84.0081,low
rapid city / west SD,2011.0,chevrolet,silverado 1500,gas,192791.0,clean,automatic,sd,44.103505,-103.271078,medium
twin falls,2012.0,mazda,mazda6,gas,102969.0,clean,automatic,id,43.6403,-116.26346,low
"kansas city, MO",2013.0,toyota,prius,hybrid,121939.0,clean,automatic,ks,38.8865,-94.8204,medium
joplin,2008.0,nissan,maxima 3.5 sl,gas,120000.0,clean,automatic,mo,37.08121,-94.513621,low
rhode island,2009.0,toyota,yaris sedan,gas,117000.0,clean,automatic,ri,41.8378,-71.3224,low
indianapolis,2016.0,ford,econoline commercial cutaway,gas,105070.0,clean,automatic,in,40.468785,-74.281707,high
denver,2014.0,dodge,charger,gas,118000.0,clean,automatic,co,39.7435,-105.1009,low
worcester / central MA,2017.0,infiniti,qx50 sport utility 4d,gas,36926.0,clean,other,ma,42.26,-71.8,medium
saginaw-midland-baycity,2007.0,saturn,aura,gas,112473.0,salvage,automatic,mi,43.1824,-84.1122,low
muskegon,2014.0,chevrolet,impala lt,gas,127000.0,clean,automatic,mi,43.190034,-86.155171,medium
appleton-oshkosh-FDL,2013.0,ford,edge,gas,142828.0,clean,automatic,wi,44.52039,-88.06645,medium
pueblo,2018.0,ram,2500 laramie 4dr megacab,diesel,51431.0,clean,automatic,co,33.3917,-111.9249,high
new hampshire,2018.0,mitsubishi,outlander sport es,gas,25743.0,clean,automatic,nh,43.512392,-71.495774,medium
wichita falls,2018.0,ford,f-150,gas,62161.0,clean,automatic,tx,35.199,-97.4841,high
omaha / council bluffs,1998.0,dodge,dakota,gas,182000.0,clean,automatic,ia,41.2435,-95.9629,low
nashville,2012.0,ford,f250,gas,80000.0,clean,automatic,tn,35.26599,-87.322263,high
el paso,2016.0,jeep,renegade,gas,283466.0,clean,automatic,tx,32.28899,-106.781616,medium
bozeman,1993.0,other,isuzu pickup,gas,156165.0,clean,manual,mt,45.613836,-111.062715,low
eugene,2010.0,toyota,corolla,gas,137698.0,clean,automatic,or,44.083056,-123.153025,medium
reno / tahoe,2016.0,bmw,7 series,gas,52662.0,clean,automatic,ca,38.637036,-121.320439,high
kalamazoo,2018.0,ford,fusion platinum sedan 4d,other,29636.0,clean,other,mi,42.27,-85.58,medium
santa fe / taos,1999.0,rover,discovery,gas,169000.0,clean,automatic,nm,35.5949,-105.2272,low
hawaii,2007.0,volkswagen,eos,gas,112000.0,clean,automatic,hi,21.4531,-158.0174,low
denver,2010.0,ram,pickup 1500,gas,232671.0,clean,automatic,co,39.555745,-104.895711,medium
toledo,2013.0,jeep,grand cherokee laredo 4wd,diesel,94105.0,,automatic,oh,42.300673,-84.024108,medium
toledo,2011.0,jeep,grand cherokee,gas,141844.0,clean,automatic,oh,40.573231,-84.184755,medium
pittsburgh,2013.0,volkswagen,gti autobahn,other,95114.0,clean,other,pa,40.43,-79.97,medium
hawaii,1997.0,ford,taurus,gas,91913.0,clean,automatic,hi,21.296235,-157.859345,low
chico,2017.0,nissan,titan xd crew cab sv,gas,26539.0,clean,other,ca,39.71,-121.81,high
sarasota-bradenton,2012.0,ford,f250 super duty,gas,30123.0,clean,automatic,fl,27.5008,-80.36,high
jacksonville,2014.0,gmc,sierra 1500 sle/z71 monster,gas,102605.0,clean,automatic,fl,30.207288,-81.738969,high
parkersburg-marietta,2014.0,kia,cadenza,gas,167883.0,clean,automatic,oh,39.2644,-81.5354,low
florida keys,2015.0,hyundai,genesis coupe 3.8 2d,gas,20346.0,clean,other,fl,25.08,-80.44,high
central NJ,2010.0,audi,a5 cabriolet,gas,92000.0,clean,automatic,nj,40.6318,-74.5105,medium
inland empire,2014.0,other,isuzu npr,diesel,93630.0,clean,automatic,ca,34.098507,-118.233989,high
lansing,2008.0,jeep,patriot sport,gas,147498.0,,other,mi,42.300673,-84.024108,low
rhode island,2006.0,subaru,outback 3.0 r h6 ll bean,gas,117000.0,clean,automatic,ri,41.3253,-72.2108,low
topeka,1999.0,chevrolet,silverado 1500,gas,272982.0,clean,automatic,ks,39.137157,-95.954892,low
orlando,1999.0,jeep,wrangler,gas,111174.0,clean,manual,fl,28.6831,-81.2814,medium
oklahoma city,2019.0,ford,escape sel,gas,12975.0,clean,automatic,ok,36.797519,-98.687181,high
lincoln,2008.0,other,Chevey uplander,gas,208000.0,clean,automatic,ne,40.851,-96.711,low
columbus,2015.0,ford,f-250 sd,gas,134020.0,clean,automatic,oh,39.79428,-82.703498,high
ocala,2015.0,mazda,6,gas,115429.0,clean,automatic,fl,28.899361,-82.374053,medium
eugene,2006.0,chevrolet,"silverado 1500 ext cab 143.5"" wb 4wd ls",,172700.0,clean,automatic,or,44.076513,-123.150156,medium
rochester,2007.0,jeep,wrangler,gas,122236.0,clean,automatic,ny,43.21699,-77.75561,medium
southwest michigan,2017.0,infiniti,qx60 3.5 sport utility,gas,40529.0,clean,automatic,mi,42.27,-85.58,high
sacramento,2013.0,ford,flex se,gas,140000.0,lien,automatic,ca,38.7435,-121.1897,medium
cleveland,2016.0,audi,s5 premium plus convertible,gas,22099.0,clean,other,oh,41.47,-81.67,high
minneapolis / st paul,2005.0,hyundai,elantra,gas,128000.0,clean,manual,mn,45.016327,-93.247589,low
seattle-tacoma,2007.0,hyundai,elantra,gas,120234.0,clean,automatic,wa,47.2038,-122.4825,low
eugene,2012.0,gmc,sierra all terrrain edition,gas,154423.0,clean,automatic,or,44.077876,-123.149439,medium
san luis obispo,2010.0,mercury,mariner,gas,92155.0,clean,automatic,ca,35.02422,-120.47218,low
new hampshire,2014.0,dodge,durango r/t,gas,94500.0,lien,automatic,nh,42.921794,-71.177224,medium
colorado springs,2015.0,gmc,sierra 2500hd,diesel,75495.0,clean,automatic,co,40.624962,-103.219833,high
ft myers / SW florida,2015.0,porsche,macan s sport utility 4d,gas,68239.0,clean,other,fl,26.14,-81.79,high
